OBJECTID,State Abbreviation,State FIPS Code,County FIPS Code,State and County FIPS Code,Tract FIPS Code,Block Group FIPS Code,FIPS Code,2022 Total Population,Persons per square mile,Area in square miles,2020 Total Population,2020 Population Density,Mean Year Built,Minimum Year Built,Maximum Year Built,Standard Deviation Year Built,Summarized Area in Square Miles,Count of Polygons,Area in Square Miles,Count of Points,Tract Gini,Tract Gini Margin Error
499,WA,53,33,53033,11300,4,530330113004,1149,7660,0.15,1134,7560,1921.26584,0,2022,260.202582,0.10904787,427,0.15262462,1,0.4311,0.0485
500,WA,53,33,53033,11300,5,530330113005,1168,10618.2,0.11,1151,10463.6,1934.00339,0,2022,187.266076,0.0767694,397,0.11234873,0,0.4311,0.0485
501,WA,53,33,53033,11401,1,530330114011,1361,9721.4,0.14,1358,9700,1888.35053,0,2020,430.050353,0.11146221,177,0.14158038,0,0.3716,0.0406
502,WA,53,33,53033,11401,2,530330114012,1352,9657.1,0.14,1331,9507.1,1947.68064,0,2022,273.810006,0.10898795,186,0.14126143,0,0.3716,0.0406
503,WA,53,33,53033,11401,3,530330114013,1615,8500,0.19,1537,8089.5,1791.09851,0,2022,549.150085,0.13396938,586,0.19328016,0,0.3716,0.0406
504,WA,53,33,53033,11402,1,530330114021,1248,7341.2,0.17,1194,7023.5,1960.48635,0,2022,187.684322,0.12336397,271,0.16727589,0,0.4024,0.0498
505,WA,53,33,53033,11402,2,530330114022,1617,13475,0.12,1493,12441.7,1769.14133,0,2022,590.259689,0.08155547,329,0.12391963,3,0.4024,0.0498
506,WA,53,33,53033,11402,3,530330114023,1526,8976.5,0.17,1512,8894.1,1947.02972,0,2021,205.413193,0.12665609,396,0.16681671,1,0.4024,0.0498
507,WA,53,33,53033,11500,1,530330115001,1377,6557.1,0.21,1372,6533.3,1942.39703,0,2022,133.414875,0.14936126,591,0.21390173,0,0.4438,0.0467
508,WA,53,33,53033,11500,2,530330115002,1573,7490.5,0.21,1540,7333.3,1938.49088,0,2022,164.541413,0.14134221,604,0.20545918,1,0.4438,0.0467
509,WA,53,33,53033,11500,3,530330115003,1572,9247.1,0.17,1540,9058.8,1949.95816,0,2020,98.8435847,0.11925673,564,0.17461899,0,0.4438,0.0467
510,WA,53,33,53033,11601,1,530330116011,1932,6662.1,0.29,1918,6613.8,1866.115,0,2021,427.620279,0.21716444,833,0.29300012,0,0.4561,0.0767
511,WA,53,33,53033,11601,2,530330116012,1679,5416.1,0.31,1637,5280.6,1403.77063,0,2022,855.755211,0.23136467,626,0.30694736,4,0.4561,0.0767
512,WA,53,33,53033,11602,1,530330116021,1038,6920,0.15,1033,6886.7,1850.50574,0,2020,452.478565,0.11270033,406,0.15176621,0,0.4054,0.0443
513,WA,53,33,53033,11602,2,530330116022,1106,8507.7,0.13,1097,8438.5,1942.40057,0,2021,169.958103,0.08511763,457,0.12608729,0,0.4054,0.0443
514,WA,53,33,53033,11602,3,530330116023,1209,3555.9,0.34,1191,3502.9,1887.67557,0,2019,278.352709,0.29594315,378,0.338992,2,0.4054,0.0443
515,WA,53,33,53033,11700,1,530330117001,1670,7952.4,0.21,1634,7781,1304.92919,0,2020,932.690315,0.15763007,450,0.21165886,0,0.4528,0.0414
516,WA,53,33,53033,11700,2,530330117002,1462,2358.1,0.62,1442,2325.8,871.014764,0,2021,966.739512,0.41543377,614,0.6184031,1,0.4528,0.0414
517,WA,53,33,53033,11700,3,530330117003,1591,7955,0.2,1401,7005,1412.78836,0,2021,883.310221,0.13809876,497,0.19637301,0,0.4528,0.0414
518,WA,53,33,53033,11700,4,530330117004,1066,3230.3,0.33,1180,3575.8,1252.18896,0,2021,951.120702,0.2701582,468,0.33103975,0,0.4528,0.0414
519,WA,53,33,53033,11801,1,530330118011,1578,9862.5,0.16,1327,8293.8,1144.44273,0,2021,931.893823,0.12992772,389,0.16338064,1,0.4677,0.1118
520,WA,53,33,53033,11801,2,530330118012,1192,10836.4,0.11,1137,10336.4,1904.84745,0,2022,310.648768,0.08713405,359,0.11051924,0,0.4677,0.1118
521,WA,53,33,53033,11801,3,530330118013,1339,7876.5,0.17,1330,7823.5,1677.78078,0,2021,708.460699,0.14250999,218,0.17432549,1,0.4677,0.1118
522,WA,53,33,53033,11802,1,530330118021,1405,7805.6,0.18,1348,7488.9,1800.33115,0,2021,525.791412,0.13184901,535,0.18103443,0,0.5066,0.0694
523,WA,53,33,53033,11802,2,530330118022,1446,11123.1,0.13,1378,10600,1461.85145,0,2022,719.17505,0.09013096,294,0.12795126,0,0.5066,0.0694
524,WA,53,33,53033,11802,3,530330118023,1554,11953.8,0.13,1497,11515.4,1683.74258,0,2022,598.681151,0.09827631,183,0.13101301,1,0.5066,0.0694
525,WA,53,33,53033,11901,1,530330119011,1351,4825,0.28,1322,4721.4,1267.636,0,2021,942.316698,0.24078848,423,0.28119376,0,0.4885,0.1205
526,WA,53,33,53033,11901,2,530330119012,1109,6931.3,0.16,1105,6906.3,1719.41479,0,2020,641.001621,0.13313574,401,0.16486924,0,0.4885,0.1205
527,WA,53,33,53033,11901,3,530330119013,1298,6490,0.2,1291,6455,1830.80063,0,2022,492.328932,0.16065672,435,0.20354175,0,0.4885,0.1205
528,WA,53,33,53033,11902,1,530330119021,1330,8866.7,0.15,1317,8780,1913.18431,0,2019,271.536646,0.11183006,496,0.15338419,0,0.4241,0.1075
529,WA,53,33,53033,11902,2,530330119022,1329,4582.8,0.29,1317,4541.4,1344.82066,0,2021,902.548072,0.21486999,544,0.28763778,1,0.4241,0.1075
530,WA,53,33,53033,11902,3,530330119023,1239,7288.2,0.17,1235,7264.7,1884.71251,0,2015,365.427959,0.1266791,471,0.16926742,0,0.4241,0.1075
531,WA,53,33,53033,12000,1,530330120001,1235,6861.1,0.18,1184,6577.8,1946.68741,0,2019,127.26693,0.1339867,512,0.17997632,0,0.3734,0.059
532,WA,53,33,53033,12000,2,530330120002,1237,6185,0.2,1221,6105,1928.78879,0,2022,261.644203,0.14103741,505,0.19641462,0,0.3734,0.059
533,WA,53,33,53033,12000,3,530330120003,1160,6444.4,0.18,1155,6416.7,1921.75831,0,2020,272.452289,0.12758323,470,0.17846365,0,0.3734,0.059
534,WA,53,33,53033,12100,1,530330121001,1188,3600,0.33,1180,3575.8,1458.11355,0,2021,755.192557,0.28390068,540,0.33340101,1,0.4365,0.0709
535,WA,53,33,53033,12100,2,530330121002,1618,4758.8,0.34,1613,4744.1,1674.07461,0,2021,671.361475,0.27215026,687,0.33765635,1,0.4365,0.0709
583,WA,53,33,53033,26500,1,530330265001,1739,4241.5,0.41,1629,3973.2,641.127861,0,2017,943.62316,0.10935641,37,0.41130437,1,0.4837,0.0511
