OBJECTID,ZONEID,Zone,Contract Rezone Number,Ordinance Number,Effective Date,Historic District Overlay,Pedestrian Overlay,Shoreline Overlay,Other District Overlay,Station Area Overlay,Mandatory Housing Affordability Apply (Y/N),Incentive Zoning Apply (Y/N),Mandatory Housing Affordability Tier,Major Institution Name,Class,Category,Detail Code,Detail,Group,Zoning Description,Base Zone,Previous Zone,Previous Contract Rezone Number,Previous Ordinance Number,Previous Effective Date,Previous Historic District Overlay,Previous Pedestrian Overlay,Previous Shoreline Overlay,Previous Other District Overlay,Previous Station Area Overlay,Class Description Popup,Land Use Code Chapter,Land Use Code Chapter Link,Zoning History,Sum Planning Existing Land Use Code,Summarized Area in Square Miles,Count of Polygons,JOIN ID,Area in Square Miles,Count of Type,Mixed Use Type
3434,6474,NC3P-75 (M), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-65, ,123020,8/7/09 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M),ORD125791,04/19/2019; NC3P-65,ORD123020,08/07/2009; NC3P-65,ORD122311,01/20/2007; NC3-65,ORD120460,08/30/2001; NC3-65,ORD117434,04/03/1995; NC3-65",6,0.00011058,1,3434,0.00089402,1,Not Mixed Use
3436,6476,NC3P-75 (M), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-65, ,123020,8/7/09 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M),ORD125791,04/19/2019; NC3P-65,ORD123020,08/07/2009; NC3P-65,ORD122311,01/20/2007; NC3-65,ORD120460,08/30/2001; NC3-65,ORD117434,04/03/1995; NC3-65",23,0.00237913,2,3436,0.00429442,2,Not Mixed Use
3438,6477,NC3P-75 (M), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-65, ,123020,8/7/09 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M),ORD125791,04/19/2019; NC3P-65,ORD123020,08/07/2009; NC3P-65,ORD122311,01/20/2007; NC3-65,ORD120460,08/30/2001; NC3-65,ORD119218,12/12/1998; NC3-65,ORD117434,04/03/1995; NC3-65",15.99994225,0.00035484,1,3438,0.0006392,1,Not Mixed Use
3441,6480,NC3P-75 (M), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-65, ,123020,8/7/09 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M),ORD125791,04/19/2019; NC3P-65,ORD123020,08/07/2009; NC3P-65,ORD122311,01/20/2007; NC3-65,ORD120460,08/30/2001; NC3-65,ORD119218,12/12/1998; NC3-65,ORD117434,04/03/1995; NC3-65",58.17715761,0.00168041,5,3441,0.00234524,4,Not Mixed Use
3453,6492,NC3P-75 (M), ,125791,4/19/19 00:00, ,P, ,PN, ,Y,N,M,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-65, ,123020,8/7/09 00:00, ,P, ,PN, ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M),ORD125791,04/19/2019; NC3P-65,ORD123020,08/07/2009; NC3-65,ORD120459,08/30/2001; NC3-65,ORD117514,04/03/1995; NC3-65",29.94906442,0.00150172,7,3453,0.00266244,3,Not Mixed Use
3454,6493,NC3P-75 (M), ,125791,4/19/19 00:00, ,P, ,PN, ,Y,N,M,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-65, ,123020,8/7/09 00:00, ,P, ,PN, ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M),ORD125791,04/19/2019; NC3P-65,ORD123020,08/07/2009; NC3-65,ORD120004; NC3-65,ORD117514,04/03/1995; NC3-65",407.6591096,0.01434896,47,3454,0.02263897,10,Not Mixed Use
3549,7279,NC3P-75 (M),CF314470,126804,6/1/23 00:00, ,P, , , ,Y,N,M,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,IC-65 (M), ,125791,4/19/19 00:00, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M),ORD126804,CF 314470,06/01/2023; IC-65 (M),ORD125791,04/19/2019; IC-65,ORD123282,05/28/2010; IG2 U/65",12.79164063,0.00058562,2,3549,0.00058564,1,Not Mixed Use
3598,5260,NC3P-75 (M), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-65, ,125081,8/28/16 00:00, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M),ORD125791,04/19/2019; NC3P-65,ORD125081,08/28/2016; C1-65,ORD117919,12/29/1995; C1-65,ORD117434,04/03/1995; C1-65",9.0159513,0.00267024,4,3598,0.00352193,2,Not Mixed Use
712,5520,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3-40, ,117919,12/29/95 00:00, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC3-40,ORD117919,12/29/1995; NC3-40,ORD117434,04/03/1995; NC3-40",0.7774485,0.00035909,1,712,0.00047785,1,Not Mixed Use
1006,5594,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-40, ,122311,1/20/07 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC3P-40,ORD122311,01/20/2007; NC3-40,ORD122125,07/12/2006; NC3-40,ORD121789,05/03/2005; NC3-40,ORD117919; NC3-40,ORD117434,04/03/1995; NC3-40",131,0.00548276,27,1006,0.00788473,4,Not Mixed Use
1014,5611,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , ,CH,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-40, ,122311,1/20/07 00:00, ,P, , ,CH,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC3P-40,ORD122311,01/20/2007; NC3-40,ORD120459,08/30/2001; NC3-40,ORD117434,04/03/1995; NC3-40",11.65363557,0.00036667,4,1014,0.00064177,4,Not Mixed Use
1031,5639,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,C1-40, ,0,, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; C1-40",5.07874878,0.0007634,1,1031,0.00146441,1,Not Mixed Use
1036,5656,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,C1-40, ,0,, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; C1-40",20.75095327,0.00094864,3,1036,0.00169392,3,Not Mixed Use
1076,5719,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , ,CH,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-40, ,122311,1/20/07 00:00, ,P, , ,CH,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC3P-40,ORD122311,01/20/2007; NC3-40,ORD120459,08/30/2001; NC3-40,ORD117434,04/03/1995; NC3-40",3.99120168,0.00030036,2,1076,0.00069411,1,Not Mixed Use
1129,6153,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-40, ,125125,10/16/16 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC3P-40,ORD125125,10/16/2016; NC3-40,ORD117919,12/29/1995; NC3-40,ORD117434,04/03/1995; NC3-40",1.5547608,0.00071811,1,1129,0.00140486,1,Not Mixed Use
1211,6241,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , ,CH,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-40, ,122311,1/20/07 00:00, ,P, , ,CH,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC3P-40,ORD122311,01/20/2007; NC3/R-40,ORD121831,08/15/2005; NC3-40,ORD120459,08/30/2001; NC3-40,ORD117434,04/03/1995; NC3-40",6.00004049,0.00012057,1,1211,0.0001703,1,Not Mixed Use
1230,6259,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-40, ,122311,1/20/07 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC3P-40,ORD122311,01/20/2007; NC3-40,ORD122125,07/12/2006; NC3-40,ORD121789,05/03/2005; NC3-40,ORD117919; NC3-40,ORD117434,04/03/1995; NC3-40",109.1392791,0.00822297,19,1230,0.01287297,6,Not Mixed Use
1276,6319,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-65 (3.0), ,124150,5/9/13 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC3P-65 (3.0),ORD124150,05/09/2013; C1-40,ORD117919,12/29/1995; C1-40,ORD117434,04/03/1995; C1-40",24.90176548,0.01011352,3,1276,0.01206741,2,Not Mixed Use
1536,4483,NC3P-75 (M1),CF309869,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-40,CF309869,124770,6/14/15 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,CF309869,04/19/2019; NC3P-40,ORD124770,CF309869,06/14/2015; NC3-40,ORD123320,CF309869,07/21/2010; L-3,ORD115871",1.1257794,0.00046941,1,1536,0.00075047,1,Not Mixed Use
1550,4658,NC3P-75 (M1),CF293413,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-40,CF293413,124770,6/14/15 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,CF293413,04/19/2019; NC3P-40,ORD124770,CF293413,06/14/2015; NC3-40,ORD117919,CF293413,12/29/1995; NC3-40,ORD117434,CF293413,04/03/1995; NC3-40,ORD112180,CF293413,04/13/1985",27.9878677,0.00833542,6,1550,0.01033377,3,Not Mixed Use
1559,4482,NC3P-75 (M1),CF309869,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-40,CF309869,124770,6/14/15 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,CF309869,04/19/2019; NC3P-40,ORD124770,CF309869,06/14/2015; NC3-40,ORD123320,CF309869,07/21/2010; NC2-40,ORD117919; NC2-40,ORD117434,04/03/1995; NC2-40",23.87423616,0.00405417,3,1559,0.00549898,3,Not Mixed Use
1564,4665,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-40, ,124770,6/14/15 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC3P-40,ORD124770,06/14/2015; NC3-40,ORD117919,12/29/1995; NC3-40,ORD117434,04/03/1995; NC3-40",43.93500739,0.00486558,7,1564,0.01099464,5,Not Mixed Use
1573,4691,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC2P-30, ,124770,6/14/15 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC2P-30,ORD124770,06/14/2015; NC2-30; NC3-40,ORD117919,12/29/1995; NC3-40,ORD117434,04/03/1995; NC3-40",5.00000233,0.00033982,1,1573,0.00083358,1,Not Mixed Use
1637,3842,NC3P-75 (M1),CF314358,125531,3/22/18 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC2P-40, ,124770,6/14/15 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125531,CF314358,03/22/2018; NC2P-40,ORD124770,06/14/2015; NC2-40,ORD117919,12/29/1995; NC3-40,ORD117919,12/29/1995; NC2-40,ORD117434,04/03/1995; NC2-40",13.00000662,0.00049416,2,1637,0.000886,2,Not Mixed Use
2636,5012,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , ,RO,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-65 (2.0), ,123816,3/2/12 00:00, ,P, , ,RO,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC3P-65 (2.0),ORD123816,03/02/2012; LR3 RC,ORD123495,04/19/2011; L-3 RC",37.2016634,0.0005478,5,2636,0.00085106,3,Not Mixed Use
2734,5183,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC2P-40, ,124770,6/14/15 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC2P-40,ORD124770,06/14/2015; NC2-40; NC3-40,ORD117919,12/29/1995; NC3-40,ORD117434,04/03/1995; NC3-40",28.99774589,0.00226715,7,2734,0.0038703,4,Not Mixed Use
2993,6020,NC3P-75 (M1),CF272126,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,C1-40,CF272126,0,, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,CF272126,04/19/2019; C1-40,CF272126",3.22944221,0.0003253,1,2993,0.00046705,1,Not Mixed Use
2994,6021,NC3P-75 (M1),CF273230,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,C1-40,CF273230,0,, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,CF273230,04/19/2019; C1-40,CF273230",0.92331917,0.00013876,2,2994,0.00037157,2,Not Mixed Use
3000,6027,NC3P-75 (M1),CF295358,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,C1-40,CF295358,0,, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,CF295358,04/19/2019; C1-40,CF295358",6.01755498,0.00093148,2,3000,0.00170471,2,Not Mixed Use
3183,6442,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, ,65,CH,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-40, ,122311,1/20/07 00:00, ,P, ,65,CH,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC3P-40,ORD122311,01/20/2007; NC3-40,ORD121831,08/15/2005; NC3-40,ORD120459,08/30/2001; NC3-40,ORD117434,04/03/1995; NC3-40",316.7524835,0.01706499,62,3183,0.02873699,11,Not Mixed Use
3395,6432,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, ,PN, ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-40, ,123020,8/7/09 00:00, ,P, ,PN, ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC3P-40,ORD123020,08/07/2009; NC3P-40,ORD122311,01/20/2007; NC3-40,ORD121831,08/15/2005; NC3-40,ORD120459,08/30/2001; NC3-40,ORD117434,04/03/1995; NC3-40",37.73584941,0.00160823,5,3395,0.0027224,2,Not Mixed Use
3407,6453,NC3P-75 (M1), ,125791,4/19/19 00:00, ,P, , , ,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC2P-30, ,124770,6/14/15 00:00, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019; NC2P-30,ORD124770,06/14/2015; NC2-30; NC3-40,ORD117919,12/29/1995; NC3-40,ORD117434,04/03/1995; NC3-40",65.42552487,0.00242436,7,3407,0.00347149,5,Not Mixed Use
2633,5008,NC3P-75 (M2), ,125791,4/19/19 00:00, ,P, , ,RO,Y,N,M2,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-65 (1.3), ,123816,3/2/12 00:00, ,P, , ,RO,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M2),ORD125791,04/19/2019; NC3P-65 (1.3),ORD123816,03/02/2012; LR2,ORD123495,04/19/2011; L-1",24.77731569,0.00066495,8,2633,0.00085863,2,Not Mixed Use
771,5291,NC3P-95 (M), ,125791,4/19/19 00:00, ,P, ,SS,OT,Y,N,M,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-95,NC3P-95,NC3P-85 (5.75), ,123853,5/10/12 00:00, ,P, ,SS,OT,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-95 (M),ORD125791,04/19/2019; NC3P-85 (5.75),ORD123853,05/10/2012; NC3P-65,ORD122311,01/20/2007; NC3-65,ORD120457,08/30/2001; C1-65,ORD117919,12/29/1995; C1-65",15.6360584,0.004665,4,771,0.00634978,2,Not Mixed Use
772,5292,NC3P-95 (M), ,125791,4/19/19 00:00, ,P, , ,OT,Y,N,M,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-95,NC3P-95,NC3P-85 (5.75), ,123853,5/10/12 00:00, ,P, , ,OT,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-95 (M),ORD125791,04/19/2019; NC3P-85 (5.75),ORD123853,05/10/2012; NC3P-65,ORD122311,01/20/2007; NC3-65,ORD120457,08/30/2001; L-2",11.94432332,0.00097899,2,772,0.00168738,2,Not Mixed Use
